Column,Peak Index,Left,Right,Mean,Width,Choice,PTM
N_11386,79,69,80,2592.25,11,False,False
N_11386,93,88,102,2624.733333333333,13,False,False
N_11386,113,108,117,2522.3,8,False,False
N_11386,0,136,141,2840.085,6,False,True
N_11386,1,134,139,2689.2690000000002,6,False,True
N_11386,2,135,140,2745.825,6,False,True
N_13071,59,57,67,2628.0,10,False,False
N_13071,82,78,86,2495.222222222222,8,False,False
N_13071,107,105,116,2549.75,10,False,False
N_13071,187,178,189,2614.5,11,False,False
N_13071,239,234,245,2644.9166666666665,10,False,False
N_13071,350,344,353,2477.6,8,False,False
N_13071,449,439,462,2625.25,23,False,False
N_13071,504,497,517,2836.0476190476193,20,False,False
N_13071,564,557,575,2805.4210526315787,18,False,False
N_13071,597,592,613,2569.681818181818,20,False,False
N_13071,679,669,684,2562.8125,14,False,False
N_13071,705,693,723,2608.6451612903224,29,False,False
N_13071,756,747,759,2477.6153846153848,12,False,False
N_13071,773,765,777,2459.3076923076924,12,False,False
N_13071,841,831,854,2620.9583333333335,22,False,False
N_13071,875,872,880,2663.222222222222,8,False,False
N_13071,942,937,948,2511.6666666666665,11,False,False
N_13071,1034,1020,1040,2755.2380952380954,20,False,False
N_13071,1066,1065,1074,2536.7,9,False,False
N_13071,1091,1078,1093,2509.8125,14,False,False
N_13071,1118,1100,1127,2437.035714285714,26,False,False
N_13071,1361,1359,1368,2456.8,8,False,False
N_13071,1446,1424,1457,2720.3823529411766,33,False,False
N_13071,1555,1539,1573,2783.9714285714285,34,False,False
N_13071,1557,1539,1573,2783.9714285714285,34,False,False
N_13071,1631,1623,1637,2662.5333333333333,13,False,False
N_13071,1694,1683,1694,2481.9166666666665,11,False,False
N_13071,1713,1706,1721,2720.75,15,False,False
N_13071,1780,1775,1785,2562.2727272727275,10,False,False
N_13071,1906,1898,1914,2753.3529411764707,16,False,False
N_13071,1959,1951,1962,2459.9166666666665,11,False,False
N_13071,2024,2004,2029,2412.923076923077,24,False,False
N_13071,2048,2037,2064,2493.464285714286,27,False,False
N_13071,2299,2280,2307,2812.0714285714284,27,False,False
N_13071,2553,2544,2557,2591.0714285714284,12,False,False
N_13071,2567,2564,2590,2444.3333333333335,25,False,False
N_13071,2610,2606,2618,2479.6153846153848,11,False,False
N_13071,2662,2656,2680,2602.4,24,False,False
N_13071,2757,2747,2760,2540.1428571428573,13,False,False
N_13071,2817,2812,2822,2577.909090909091,9,False,False
N_13071,2852,2829,2854,2485.269230769231,24,False,False
N_13071,2914,2901,2928,3008.5714285714284,27,False,False
N_13071,0,2972,2984,3171.4825,13,False,True
N_13071,1,2974,2981,3036.4975,8,False,True
N_13071,2,2973,2982,3072.4935,10,False,True
N_13071,3,2972,2983,3126.4875,12,False,True
N_13071,4,2997,3002,3783.4145,6,False,True
N_13071,5,2971,2985,3261.4725,15,False,True
N_13143,192,183,195,2594.769230769231,11,False,False
N_13143,237,236,248,2504.153846153846,12,False,False
N_13143,262,254,263,2451.5,9,False,False
N_13143,285,278,290,2508.0,12,False,False
N_13143,329,297,337,2921.9756097560976,40,False,False
N_13143,424,417,426,2533.5,9,False,False
N_13143,456,446,462,2616.823529411765,16,False,False
N_13143,516,507,526,2903.9,19,False,False
N_13143,568,555,571,2418.529411764706,16,False,False
N_13143,607,586,618,2917.6969696969695,32,False,False
N_13143,712,705,716,2706.25,11,False,False
N_13143,740,728,741,2674.285714285714,13,False,False
N_13143,767,759,769,2508.6363636363635,10,False,False
N_13143,843,838,848,2771.0,10,False,False
N_13143,944,941,949,2566.5555555555557,8,False,False
N_13143,1059,1043,1069,2688.3703703703704,26,False,False
N_13143,1163,1156,1164,2542.222222222222,8,False,False
